CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1)/Neither(0),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Jeffersonville,Office of Rep. Trey Hollingsworth,IN,USA,2017-03-21,a dozen or so protesters,12,12,12,13.2,10.8,general protesters,oppose AHCA,1,protest,0,0,0,0,1,1,http://www.newsandtribune.com/news/jeffersonville-protesters-keep-obamacare/article_955456a0-0e7d-11e7-99ab-abf5920812fd.html,,,,,,,
Dalton,Holiday Brook Farm,MA,USA,2017-03-21,hundreds ,200,200,200,220,180,Environmental activists ,Oppose building natural gas pipelines,1,Protest,0,0,0,0,1,1,http://wwlp.com/2017/03/21/activists-gather-in-dalton-to-protest-natural-gas-pipelines/,,,,,,,
Rockville,Rockville High School,MD,USA,2017-03-21,hundreds ,200,200,200,220,180,Protesters,Assurance for student safety,0,Protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/education/hundreds-converge-on-rockville-high-for-meeting-about-rape-case/2017/03/22/c61e0376-0ef0-11e7-9b0d-d27c98455440_story.html?utm_term=.0a93878fdbf5,,,,,,,
Detroit,Downtown Detroit,MI,USA,2017-03-21,hundreds ,200,200,200,220,180,Protesters from Cleveland and local groups,oppose a deal for public financing of an upgrade to the arena ,0,Protest,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/03/21/dan-gilbert-quicken-loans-arena/99452464/,,,,,,,
Columbia,ARTlandish gallery,MO,USA,2017-03-21,,46,46,46,50.6,41.4,general protesters,support arts funding,1,rally,0,0,0,0,1,1,http://www.columbiamissourian.com/news/local/advocates-rally-to-support-the-arts-during-an-anxious-period/article_764b9e22-0e9a-11e7-a87c-53afc8952a45.html,,,,,,,
Greensboro,Greensboro Coliseum Complex,NC,USA,2017-03-21,NA,,,,,,Speak out for Circus Animals group ,Protest for animal rights,0,Protest,0,0,0,0,1,1,http://www.greensboro.com/news/local_news/greensboro-protesters-nothing-against-the-circus-just-don-t-use/article_9441dba8-788e-5208-8232-cbad4383db95.html,,,,,,,
Lock Haven,Lock Haven University,PA,USA,2017-03-21,hundreds ,200,200,200,220,180,Students,Oppose budget cuts,0,Protest,0,0,0,0,1,1,http://wnep.com/2017/03/21/lock-haven-university-students-protest-budget-cuts/,,,,,,,
Salt Lake City,Wallace F. Bennett Federal Building,UT,USA,2017-03-21,NA,,,,,,The Disabled Rights Action Committee,protest for long-term access to health care,1,Protest,0,0,0,0,1,1,http://www.good4utah.com/news/local-news/utahns-with-disabilities-protest-for-long-term-access-to-health-care/677520061,,,,,,,
Montpelier,Vermont State House,VT,USA,2017-03-21,hundreds ,200,200,200,220,180,Protesters and Activists,Protest Arrests of Migrant Farmworkers,1,Rally,0,0,0,0,1,1,https://vtdigger.org/2017/03/21/vermonts-delegation-weighs-arrests-undocumented-immigrants/,,,,,,,
Madison,Capitol,WI,USA,2017-03-21,,14,14,14,15.4,12.6,disability advocates,oppose AHCA,1,rally,0,0,0,0,1,1,http://www.channel3000.com/news/politics/disability-advocates-rally-against-proposed-medicaid-changes/407318282,,,count from photo,,,,
Wausau,Office of Rep. Sean Duffy,WI,USA,2017-03-21,,50,50,50,55,45,Citizen Action of Wisconsin ,oppose AHCA,1,rally,0,0,0,0,1,1,http://www.wisconsinrapidstribune.com/story/news/2017/03/21/50-rally-duffys-office-against-gop-health-care-bill/99454262/,,,,,,,
Charleston,Capitol,WV,USA,2017-03-21,hundreds ,200,200,200,220,180,Oil and gas workers and advocates,Asked legislators to enact bills encouraging job creation and economic development,0,Rally,,,,,1,1,,,,,,,,
Berkeley, Berkeley Public Library,CA,USA,2017-03-22,Several dozen,24,24,24,26.4,21.6,The Berkeley Librarian Whistleblowers,"Protest Board of Library Trustees, alleging ‘deep weeding,’ harassment",0,Rally,0,0,0,0,1,1,http://www.dailycal.org/2017/03/23/whistleblowers-protest-board-library-trustees-alleging-deep-weeding-harassment/,,,,,,,
Long Beach ,CSU Chancellor’s Office,CA,USA,2017-03-22,Several dozen,24,24,24,26.4,21.6,CAL State students ,Protest 5% tuition hike,0,Protest,0,0,0,0,1,1,http://losangeles.cbslocal.com/2017/03/22/csu-trustees-to-vote-on-5-percent-tuition-hike-as-students-protest/,,,,,,,
Los Angeles,Downtown,CA,USA,2017-03-22,hundreds ,200,200,200,220,180,Protesters,Protest for immigrant rights,1,Rally,0,0,0,0,1,1,http://www.dailynews.com/social-affairs/20170322/protest-builds-in-dtla-over-sheriffs-stance-on-sanctuary-cities,,,,,,,
Los Angeles,Metropolitan High School,CA,USA,2017-03-22,NA,,,,,,Mothers,Protest LA Unified School District's breast-feeding policy,0,Protest,0,0,0,0,1,1,http://abc7.com/education/mothers-protest-lausds-breast-feeding-policy/1814116/,,,,,,,
Salt Lake City,Utah Capitol,CA,USA,2017-03-22,hundreds ,200,200,200,220,180,Protesters,Protest homeless site locations,0,Protest,0,0,0,0,1,1,https://www.ksl.com/?sid=43592778&nid=148,,,,,,,
Washington DC,Capitol Hill,DC,USA,2017-03-22,Several dozen,24,24,24,26.4,21.6,The AARP Union,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://libn.com/2017/03/22/aarp-union-protest-gop-healthcare-bill/,,,,,,,
Washington DC,Capitol Rotunda,DC,USA,2017-03-22,hundreds ,200,200,200,220,180,ADAPT,Protest health care repeal/cuts to Medicaid,1,Civil disobedience; protest,54,0,0,0,1,1,http://www.wbay.com/content/news/54-in-wheelchairs-arrested-at-US-Capitol-for-blocking-walkways-416880853.html,https://www.facebook.com/amber.smock.3/media_set?set=a.10211573602590872.1089442596&type=3,http://abcnews.go.com/Health/wireStory/latest-biden-defends-health-law-capitol-rally-46300287,,,,,
Tallahassee,Capitol,FL,USA,2017-03-22,,100,100,100,110,90,general protest,oppose fracking,1,rally,0,0,0,0,1,1,http://www.tallahassee.com/story/news/local/florida/2017/03/22/florida-fracking-ban-supporters-rally-bill-faces-trouble/99486110/,,,,,,,
West Palm Beach,Flagler Drive,FL,USA,2017-03-22,NA,15,15,15,16.5,13.5,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.wptv.com/news/region-c-palm-beach-county/west-palm-beach/protests-on-the-eve-of-vote-to-repeal-aca,,,,,,,
Dubuque,,IA,USA,2017-03-22,,50,50,50,55,45,general protesters,oppose AHCA,1,rally,0,0,0,0,1,1,https://twitter.com/TelegraphHerald/status/844709537059934208/photo/1,,,,,,,
Boston,Bruce C. Bolling Municipal Building ,MA,USA,2017-03-22,NA,,,,,,Members of the Boston Teachers Union,oppose budget cuts; opposeTrump's education policy,1,Rally,0,0,0,0,1,1,http://dailyfreepress.com/2017/03/23/boston-teachers-rally-improve-contracts-protest-budget-cuts/,,,,,,,
Detroit,The Capitol in Lansing,MI,USA,2017-03-22,Several dozen,24,24,24,26.4,21.6,Food&Water Watch; Other water activist groups,protest for clean water,1,March,0,0,0,0,1,1,http://statenews.com/article/2017/03/water-warriors-gather-at-capitol-to-protest-for-clean-water,,,,,,,
Kalamazoo,the local congressional office of Fred Upton,MI,USA,2017-03-22,hundreds ,200,200,200,220,180,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://wincountry.com/news/articles/2017/mar/23/protesters-rally-for-the-aca/,,,,,,,
Lansing,The State Capitol,MI,USA,2017-03-22,hundreds ,200,200,200,220,180,Nurses,Urge the legislature to introduce a Safe Patient Care Act,0,March,0,0,0,0,1,1,http://michiganradio.org/post/nurses-rally-capitol-safe-patient-care-act,,,,,,,
Minneapolis,fourth precinct  ,MN,USA,2017-03-22,hundreds ,200,200,200,220,180,Protesters; black lives matter group ,Protest for Black Lives Matter,1,Demonstration,0,0,0,0,1,1,http://www.startribune.com/jamar-clark-protest-ended-well-despite-miscues-by-city-police/416875794/,,,,,,,
Joplin,US Rep. Billy Long's office ,MO,USA,2017-03-22,NA,,,,,,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.joplinglobe.com/news/local_news/updated-joplin-joins-rush-hour-rally-to-protest-health-care/article_c759afd3-3a58-563a-92d8-adc1468a856c.html,,,,,,,
St Joseph, The St. Joseph Law Enforcement Center,MO,USA,2017-03-22,Several dozen,24,24,24,26.4,21.6,Protesters,Protest Police Shooting,0,Rally,0,0,0,0,1,1,http://www.stjoechannel.com/news/local-news/protesters-rally-outside-law-enforcement-center/678872285,http://kqtv.web.franklyinc.com/story/34987377/protesters-rally-outside-law-enforcement-center,,,,,,
New York City,New York City Hall,NY,USA,2017-03-22,Several dozen,24,24,24,26.4,21.6,Children's advocate groups,Oppose charging juveniles as adults,0,Protest,0,0,0,0,1,1,http://www.newsday.com/news/new-york/city-rally-backs-push-to-stop-charging-juveniles-as-adults-1.13303846,,,,,,,
New York City,Santander Bank,NY,USA,2017-03-22,NA,,,,,,Puerto Ricans,Oppose measures that hurts Puerto Rico's economy,0,Protest,0,0,0,0,1,1,https://www.democracynow.org/2017/3/23/headlines/puerto_ricans_stage_protests_in_7_us_cities_against_austerity_cuts,,,,,,,
Ossining,NY State Senator David Carlucci's office,NY,USA,2017-03-22,NA,,,,,,Parents; Activists,protest Carlucci over state aid for schools,0,Protest,0,0,0,0,1,1,http://www.lohud.com/story/news/education/2017/03/22/parents-rally-carlucci-state-aid-schools/99462806/,,,,,,,
Bowling Green ,Bowling Green State University,OH,USA,2017-03-22,NA,,,,,,BGSU Students,Protest racism and White Supremacy Groups,1,Protest,0,0,0,0,1,1,http://www.13abc.com/content/news/Fliers-promoting-white-supremacy-spark-protest-at-BGSU-416888763.html,,,,,,,
Portland,House of Mayor Wheeler,OR,USA,2017-03-22,,2,14.6,30,2.2,27,Protesters,"police behavor, homelessness",1,protest,0,0,0,0,1,1,http://www.portlandmercury.com/blogtown/2017/03/24/18909080/ted-wheelers-home-has-once-again-become-a-target-for-protesters,,,,,,,
Austin,University of Texas East Mall ,TX,USA,2017-03-22,Several dozen,24,24,24,26.4,21.6,The Palestine Solidarity Committee,Oppose Zionism ,0,Protest,0,0,0,0,1,1,http://www.dailytexanonline.com/2017/03/23/israel-block-party-generates-protest,,,,,,,
Cleburne,Cleburne High School,TX,USA,2017-03-22,NA,,,,,,Students,Protest over the departure of several staff members,0,Protest,1,0,0,0,1,1,http://dfw.cbslocal.com/2017/03/22/chaos-amid-protest-at-cleburne-high-school/,,,,,,,
Virginia Beach,Virginia Beach Town Center,VA,USA,2017-03-22,NA,,,,,,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://wtkr.com/2017/03/22/die-in-staged-in-protest-of-aca-replacement-vote/,,,,,,,
Phoenix,The Arizona State Capitol,AZ,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.12news.com/news/local/valley/protesters-oppose-health-care-reform-at-phoenix-capitol/425130154,,,,,,,
Clovis,Office of Rep. Devin Nunes,CA,USA,2017-03-23,More than three dozen,36,36,36,39.6,32.4,Courage Campaign,oppose AHCA,1,protest,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article140483368.html,,,,,,,
Los Angeles,Downtown LA,CA,USA,2017-03-23,hundreds ,200,560,1000,220,900,Protesters,Protest health care repeal,1,Rally ,0,0,0,0,1,1,http://abc7.com/politics/protesters-rally-to-save-obamacare-in-dtla/1815127/,http://www.sbsun.com/government-and-politics/20170323/la-protesters-cheer-gops-delayed-vote-on-obamacare-repeal,,,,,,
West Covina,Glendora Ave,CA,USA,2017-03-23,,7,7,7,7.7,6.3,,oppose AHCA,1,protest,0,0,0,0,1,1,http://www.pasadenastarnews.com/government-and-politics/20170323/health-care-workers-patients-rally-against-american-health-care-act-in-san-gabriel-valley,,,,,,,
Denver,Office of Sen. Cory Gardner,CO,USA,2017-03-23,,12,12,12,13.2,10.8,general protesters,oppose AHCA,1,protest,0,0,0,0,1,1,http://denver.cbslocal.com/2017/03/23/protests-to-health-care-changes-target-colorado-congressional-members/,,,count from photo,,,,
Washington DC,The White House,DC,USA,2017-03-23,hundreds ,200,200,200,220,180,The progressive organizations,Protest health care repeal,1,Demonstration,24,0,0,0,1,1,http://www.huffingtonpost.com/entry/activists-arrested-white-house-protest-health-care_us_58d42c9be4b03692bea3d51b,,,,,,,
Daytona Beach,Clyde Morris Boulevard ,FL,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.news-journalonline.com/news/20170323/in-daytona-locals-rally-in-support-of-obamacare,,,,,,,
Chicago,Downtown Chicago,IL,USA,2017-03-23,hundreds ,300,300,300,330,270,Protesters,Protest health care repeal,1,March,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-health-care-rally-met-20170323-story.html,,,,,,,
Decatur,Office of Rep. Rodney Davis,IL,USA,2017-03-23,,7,7,7,7.7,6.3,Macon County Progressives,oppose AHCA,1,protest,0,0,0,0,1,1,http://herald-review.com/news/local/davis-appears-via-facetime-to-address-aca-repeal/article_47f95b7f-ee0e-5ff3-9ecd-c7ebc9b6a566.html,,,count from photo,,,,
Salina ,"The Salina office of Rep. Roger Marshall, R-Kan",KS,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://www.salina.com/news/local/rally-protests-proposed-repeal-of-affordable-care-act/article_1789fc7e-03ce-578e-a0f0-cd379ac664d6.html,,,,,,,
Greenfield,The Greenfield Town Common,MA,USA,2017-03-23,about 20; about 2 dozen,20,21.8,24,22,21.6,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://www.recorder.com/Community-members-protest-new-health-care-bill-on-Greenfield-Town-Common-8868955,http://wwlp.com/2017/03/23/protest-in-greenfield-held-to-oppose-gop-health-care-bill/,,,,,,
Bangor,Congressman Bruce Poliquin's Office in Bangor,ME,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,Protesters,Protest health care repeal,1,Protest,0,0,0,0,1,1,http://www.wcsh6.com/news/local/affordable-health-care-protest-in-bangor/424977634,,,,,,,
Detroit,Downtown Detroit,MI,USA,2017-03-23,A few dozen,24,24,24,26.4,21.6,Protesters,Protest health care repeal,1,March,0,0,0,0,1,1,http://www.freep.com/story/news/local/michigan/detroit/2017/03/23/detroit-protesters-funeral-obamacare/99539352/,http://www.mlive.com/news/detroit/index.ssf/2017/03/protest_in_detroit.html,,,,,,
Grand Rapids,Grandville Ave,MI,USA,2017-03-23,,,,,,,Committee to Honor César E. Chávez,"support immigrants, farm workers",1,march,0,0,0,0,1,1,http://www.rapidgrowthmedia.com/features/032317-Cesar-Chavez-social-justice-march.aspx,,,,,,,
Columbia,Office of Rep. Vicky Hartzler,MO,USA,2017-03-23,,11,11,11,12.1,9.9,Missouri Healthcare for All,oppose AHCA,1,protest,0,0,0,0,1,1,http://www.columbiatribune.com/news/politics/hartzler-staff-holds-discussion-with-protesters-as-health-care-vote/article_c61f2f68-0ff3-11e7-8088-d7644d3a44a5.html,,,,,,,
Springfield,Office of Rep. Billy Long,MO,USA,2017-03-23,,,,,,,NAACP's Springfield branch and Faith Voices of Southwest Missouri ,oppose AHCA,1,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/politics/2017/03/23/gop-health-care-overhaul-vote-draws-protesters-rep-billy-longs-springfield-office/99528900/,,,article specifically notes this as a separate demonstration,,,,
Springfield,Office of Rep. Billy Long,MO,USA,2017-03-23,,40,40,40,44,36,Planned Parenthood,oppose AHCA,1,protest,0,0,0,0,1,1,http://www.news-leader.com/story/news/politics/2017/03/23/gop-health-care-overhaul-vote-draws-protesters-rep-billy-longs-springfield-office/99528900/,,,,,,,
Reno,federal building,NV,USA,2017-03-23,,50,50,50,55,45,"Planned Parenthood, Organizing for Action",oppose AHCA,1,rally,0,0,0,0,1,1,http://www.rgj.com/story/news/politics/2017/03/24/reno-protesters-rally-against-obamacare-replacement-bill/99568564/,,,,,,,
Buffalo,Congressman Chris Collins' Medical Device Company in Buffalo,NY,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,Protesters,Protest Congressman Chris Collins support for GOP health care bill,1,Protest,0,0,0,0,1,1,http://wivb.com/2017/03/23/dozens-protest-congressman-chris-collins-support-for-gop-health-care-bill/,,,,,,,
Glens Falls,U.S. Rep. Elise Stefanik's office ,NY,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,Protesters,Protest health care repeal,1,Demonstration,0,0,0,0,1,1,http://www.timesunion.com/local/article/Anti-Trumpcare-protesters-stage-Glens-Falls-11024010.php,,,,,,,
Brookfield,Brookfield Center,OH,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,The Youngstown-based Frackfree America National Coalition,protest two proposed injection wells in the township,0,Rally,0,0,0,0,1,1,http://www.tribtoday.com/news/local-news/2017/03/dozens-protest-two-proposed-injection-wells-in-brookfield/,,,,,,,
Dayton,Mandalay Banquet Center,OH,USA,2017-03-23,,60,60,60,66,54,Dayton Indivisible for All,oppose Obamacare repeal,1,protest,0,0,0,0,1,1,http://wyso.org/post/protest-heats-lawmakers-prepare-vote-health-care-overhaul,,,,,,,
Moraine,the Mandalay Banquet Center in Moraine,OH,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://www.daytondailynews.com/news/national-govt--politics/groups-protest-gop-dinner-republican-health-plan/vIJ3YktiOSxQ2EejXwUkyI/,,,,,,,
Toledo,Downtown Toledo,OH,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,Protesters,Protest health care repeal,1,Rally,0,0,0,0,1,1,http://www.toledoblade.com/Politics/2017/03/24/50-protest-GOP-health-insurance-proposal.html,,,,,,,
Portland,House of Mayor Wheeler,OR,USA,2017-03-23,,2,14.6,30,2.2,27,Protesters,"police behavor, homelessness",0,protest,0,0,0,0,1,1,http://www.portlandmercury.com/blogtown/2017/03/24/18909080/ted-wheelers-home-has-once-again-become-a-target-for-protesters,,,,,,,
Beaver,The Beaver County Courthouse ,PA,USA,2017-03-23,Several dozen,24,24,24,26.4,21.6,Beaver County democrats and union leaders,Oppose right-to-work proposal,1,Rally,0,0,0,0,1,1,http://www.timesonline.com/timestoday/beaver-county-democrats-labor-leaders-rally-to-oppose-right-to/article_71b9d954-0fef-11e7-ab3c-f7f81112805b.html,,,,,,,
Vista,Shadowridge Country Club,CA,USA,2017-03-24,,100,100,100,110,90,General protesters,against Trump,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/communities/north-county/sd-no-issa-protests-20170324-story.html,,,,,,,
Vista,Shadowridge Country Club,CA,USA,2017-03-24,three dozen or so,36,36,36,39.6,32.4,General protesters,support Trump,2,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/communities/north-county/sd-no-issa-protests-20170324-story.html,,,,,,,
